Start,End,AUC,PC,Limbs,SIB
2024-03-28 08:45:49.525855541,2024-03-28 08:45:50.115855694,0.01076240463024122,,{'LL'},1
2024-03-28 08:52:02.433146954,2024-03-28 08:52:51.395855665,34.44433763938189,12.325363771817052,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 08:52:58.913146973,2024-03-28 08:52:59.153146982,0.030240877170209783,,{'LW'},1
2024-03-28 08:53:42.463106632,2024-03-28 08:53:43.983106613,0.015920019492396655,,{'RW'},1
2024-03-28 08:57:12.397829533,2024-03-28 08:57:17.957829714,0.14898800414679952,,{'RL'},1
2024-03-28 08:59:08.383106709,2024-03-28 08:59:10.053106308,0.013993940593570155,,{'RW'},1
2024-03-28 09:00:00.633146763,2024-03-28 09:00:02.213146925,0.03604574808759242,,{'LW'},1
2024-03-28 09:04:04.875855684,2024-03-28 09:04:06.465855598,0.11051815352611591,,{'LL'},1
2024-03-28 09:05:40.713146925,2024-03-28 09:05:41.423146963,0.02137098899044599,,{'LW'},1
2024-03-28 09:06:09.027829409,2024-03-28 09:06:09.357829571,0.013259198034229144,,{'RL'},1
2024-03-28 09:07:40.545855522,2024-03-28 09:07:42.507829428,0.15961116803414727,,"{'RL', 'LL'}",1
2024-03-28 09:07:53.607829571,2024-03-28 09:07:58.597829580,0.800947176350275,,"{'RL', 'T', 'LL'}",1
2024-03-28 09:08:54.707829714,2024-03-28 09:08:56.695855618,0.11752234348353602,,"{'RL', 'LL'}",1
2024-03-28 09:08:59.493146896,2024-03-28 09:08:59.973146915,0.019494602191337463,,{'LW'},1
2024-03-28 09:09:11.215855598,2024-03-28 09:09:12.805855513,0.016342056491292577,,{'LL'},1
2024-03-28 09:09:13.407829523,2024-03-28 09:09:15.367829561,0.009937304666439684,,{'RL'},1
2024-03-28 09:09:20.905855656,2024-03-28 09:09:21.705855608,0.03089570870124847,,{'LL'},1
2024-03-28 09:09:23.873106480,2024-03-28 09:09:24.013106585,0.022159698438415427,,{'RW'},1
2024-03-28 09:09:29.877829552,2024-03-28 09:09:31.227829695,0.07437220220724965,,{'RL'},1
2024-03-28 09:09:35.145855665,2024-03-28 09:09:35.375855684,0.022830747706344138,,{'LL'},1
2024-03-28 09:09:41.115855694,2024-03-28 09:09:42.935855627,0.024442380826977268,,{'LL'},1
2024-03-28 09:09:43.717829704,2024-03-28 09:09:44.757829428,0.03162611244723013,,{'RL'},1
2024-03-28 09:09:52.237829447,2024-03-28 09:09:55.907829523,0.24144801623219728,,"{'RL', 'LL'}",1
2024-03-28 09:10:02.273106575,2024-03-28 09:10:04.383106709,0.014002545296644056,,{'RW'},1
2024-03-28 09:10:16.187829494,2024-03-28 09:10:21.645855665,0.10112032830545334,,"{'RL', 'LL'}",1
2024-03-28 09:10:35.675855637,2024-03-28 09:10:36.405855656,0.012327932143424657,,{'LL'},1
2024-03-28 09:10:38.033146858,2024-03-28 09:10:38.623146772,0.012634246274727047,,{'LW'},1
2024-03-28 09:11:07.577829599,2024-03-28 09:11:32.543106556,8.202603367287262,18.558036756835776,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 09:12:06.873106480,2024-03-28 09:12:07.743106604,0.018114849090956696,,{'RW'},0
2024-03-28 09:12:41.983146906,2024-03-28 09:12:42.653146982,0.014651246639370985,,{'LW'},0
2024-03-28 09:14:09.323106289,2024-03-28 09:14:09.863106489,0.018901531191719396,,{'RW'},0
2024-03-28 09:15:01.173106909,2024-03-28 09:15:40.505855560,21.824243948204497,64.40542600022853,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 09:15:48.853146791,2024-03-28 09:16:50.185855627,25.568313809864758,,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 09:17:31.575855494,2024-03-28 09:17:37.075855494,0.19327977383903958,,"{'RL', 'LL'}",0
2024-03-28 09:17:51.175855637,2024-03-28 09:17:51.875855684,0.024297809945723867,,{'LL'},0
2024-03-28 09:18:04.677829504,2024-03-28 09:18:05.745855570,0.025466076631737417,,"{'RL', 'LL'}",0
2024-03-28 09:18:49.705855608,2024-03-28 09:18:51.275855541,0.037214770692118426,,{'LL'},0
2024-03-28 09:19:35.735855579,2024-03-28 09:19:36.885855675,0.023930498284121374,,{'LL'},0
2024-03-28 09:20:01.303146839,2024-03-28 09:21:03.063106298,27.90264155203107,35.345494087081754,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 09:21:16.083106518,2024-03-28 09:21:16.403106689,0.021211233888585312,,{'RW'},0
2024-03-28 09:21:25.503106594,2024-03-28 09:21:59.777147055,15.820985127618885,,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
